code,name,parent_code,level
total,Total,,0
T_TLSA,Taxes less subsidies on products purchased: Total,total,1
V_ONTP,Other net taxes on production,total,1
V_WALS,"Compensation of employees; wages, salaries, & employers' social contributions: Low-skilled",total,1
V_WAMS,"Compensation of employees; wages, salaries, & employers' social contributions: Medium-skilled",total,1
V_WAHS,"Compensation of employees; wages, salaries, & employers' social contributions: High-skilled",total,1
V_COFC,Operating surplus: Consumption of fixed capital,total,1
V_NOPS,Operating surplus: Remaining net operating surplus,total,1
