region_id;iso_smaf;gr_age;hrs_inf;hrs_avq
1;1;2;5.917261;51.26933
1;2;2;8.732537;44.71429
1;3;2;10.544;140.5668
1;4;2;13.94747;245.8538
1;5;2;8.070589;151.9392
1;6;2;12.37054;171.7814
1;7;2;6.997666;152.5339
1;8;2;11.08161;194.8294
1;9;2;19.07241;114.4371
1;10;2;5.661912;23.89741
1;11;2;6.351679;18.77182
1;12;2;5.944445;120.4916
1;13;2;7.859375;181.2581
1;14;2;6.692224;225.1319
1;1;3;36.20681;408.0592
1;2;3;24.72631;30.56
1;3;3;15.17008;331.3736
1;4;3;27.35758;205.7631
1;5;3;13.29239;246.8712
1;6;3;18.81335;316.1355
1;7;3;14.37191;176.1956
1;8;3;13.84422;179.0959
1;9;3;22.68123;201.582
1;10;3;11.58138;200.5288
1;11;3;14.9482;243.7915
1;12;3;12.90635;275.0789
1;13;3;17.7773;604.2625
1;14;3;13.76215;323.7496
1;1;1;5.917261;51.26933
1;2;1;8.732537;44.71429
1;3;1;10.544;140.5668
1;4;1;13.94747;245.8538
1;5;1;8.070589;151.9392
1;6;1;12.37054;171.7814
1;7;1;6.997666;152.5339
1;8;1;11.08161;194.8294
1;9;1;19.07241;114.4371
1;10;1;5.661912;23.89741
1;11;1;6.351679;18.77182
1;12;1;5.944445;120.4916
1;13;1;7.859375;181.2581
1;14;1;6.692224;225.1319
2;1;2;5.917261;51.26933
2;2;2;8.732537;44.71429
2;3;2;10.544;140.5668
2;4;2;13.94747;245.8538
2;5;2;8.070589;151.9392
2;6;2;12.37054;171.7814
2;7;2;6.997666;152.5339
2;8;2;11.08161;194.8294
2;9;2;19.07241;114.4371
2;10;2;5.661912;23.89741
2;11;2;6.351679;18.77182
2;12;2;5.944445;120.4916
2;13;2;7.859375;181.2581
2;14;2;6.692224;225.1319
2;1;3;36.20681;408.0592
2;2;3;24.72631;30.56
2;3;3;15.17008;331.3736
2;4;3;27.35758;205.7631
2;5;3;13.29239;246.8712
2;6;3;18.81335;316.1355
2;7;3;14.37191;176.1956
2;8;3;13.84422;179.0959
2;9;3;22.68123;201.582
2;10;3;11.58138;200.5288
2;11;3;14.9482;243.7915
2;12;3;12.90635;275.0789
2;13;3;17.7773;604.2625
2;14;3;13.76215;323.7496
2;1;1;5.917261;51.26933
2;2;1;8.732537;44.71429
2;3;1;10.544;140.5668
2;4;1;13.94747;245.8538
2;5;1;8.070589;151.9392
2;6;1;12.37054;171.7814
2;7;1;6.997666;152.5339
2;8;1;11.08161;194.8294
2;9;1;19.07241;114.4371
2;10;1;5.661912;23.89741
2;11;1;6.351679;18.77182
2;12;1;5.944445;120.4916
2;13;1;7.859375;181.2581
2;14;1;6.692224;225.1319
3;1;2;5.917261;51.26933
3;2;2;8.732537;44.71429
3;3;2;10.544;140.5668
3;4;2;13.94747;245.8538
3;5;2;8.070589;151.9392
3;6;2;12.37054;171.7814
3;7;2;6.997666;152.5339
3;8;2;11.08161;194.8294
3;9;2;19.07241;114.4371
3;10;2;5.661912;23.89741
3;11;2;6.351679;18.77182
3;12;2;5.944445;120.4916
3;13;2;7.859375;181.2581
3;14;2;6.692224;225.1319
3;1;3;36.20681;408.0592
3;2;3;24.72631;30.56
3;3;3;15.17008;331.3736
3;4;3;27.35758;205.7631
3;5;3;13.29239;246.8712
3;6;3;18.81335;316.1355
3;7;3;14.37191;176.1956
3;8;3;13.84422;179.0959
3;9;3;22.68123;201.582
3;10;3;11.58138;200.5288
3;11;3;14.9482;243.7915
3;12;3;12.90635;275.0789
3;13;3;17.7773;604.2625
3;14;3;13.76215;323.7496
3;1;1;5.917261;51.26933
3;2;1;8.732537;44.71429
3;3;1;10.544;140.5668
3;4;1;13.94747;245.8538
3;5;1;8.070589;151.9392
3;6;1;12.37054;171.7814
3;7;1;6.997666;152.5339
3;8;1;11.08161;194.8294
3;9;1;19.07241;114.4371
3;10;1;5.661912;23.89741
3;11;1;6.351679;18.77182
3;12;1;5.944445;120.4916
3;13;1;7.859375;181.2581
3;14;1;6.692224;225.1319
4;1;2;5.917261;51.26933
4;2;2;8.732537;44.71429
4;3;2;10.544;140.5668
4;4;2;13.94747;245.8538
4;5;2;8.070589;151.9392
4;6;2;12.37054;171.7814
4;7;2;6.997666;152.5339
4;8;2;11.08161;194.8294
4;9;2;19.07241;114.4371
4;10;2;5.661912;23.89741
4;11;2;6.351679;18.77182
4;12;2;5.944445;120.4916
4;13;2;7.859375;181.2581
4;14;2;6.692224;225.1319
4;1;3;36.20681;408.0592
4;2;3;24.72631;30.56
4;3;3;15.17008;331.3736
4;4;3;27.35758;205.7631
4;5;3;13.29239;246.8712
4;6;3;18.81335;316.1355
4;7;3;14.37191;176.1956
4;8;3;13.84422;179.0959
4;9;3;22.68123;201.582
4;10;3;11.58138;200.5288
4;11;3;14.9482;243.7915
4;12;3;12.90635;275.0789
4;13;3;17.7773;604.2625
4;14;3;13.76215;323.7496
4;1;1;5.917261;51.26933
4;2;1;8.732537;44.71429
4;3;1;10.544;140.5668
4;4;1;13.94747;245.8538
4;5;1;8.070589;151.9392
4;6;1;12.37054;171.7814
4;7;1;6.997666;152.5339
4;8;1;11.08161;194.8294
4;9;1;19.07241;114.4371
4;10;1;5.661912;23.89741
4;11;1;6.351679;18.77182
4;12;1;5.944445;120.4916
4;13;1;7.859375;181.2581
4;14;1;6.692224;225.1319
5;1;2;5.917261;51.26933
5;2;2;8.732537;44.71429
5;3;2;10.544;140.5668
5;4;2;13.94747;245.8538
5;5;2;8.070589;151.9392
5;6;2;12.37054;171.7814
5;7;2;6.997666;152.5339
5;8;2;11.08161;194.8294
5;9;2;19.07241;114.4371
5;10;2;5.661912;23.89741
5;11;2;6.351679;18.77182
5;12;2;5.944445;120.4916
5;13;2;7.859375;181.2581
5;14;2;6.692224;225.1319
5;1;3;36.20681;408.0592
5;2;3;24.72631;30.56
5;3;3;15.17008;331.3736
5;4;3;27.35758;205.7631
5;5;3;13.29239;246.8712
5;6;3;18.81335;316.1355
5;7;3;14.37191;176.1956
5;8;3;13.84422;179.0959
5;9;3;22.68123;201.582
