region_id;iso_smaf;gr_age;prob_0_0;prob_0_1;prob_0_2;prob_0_3;prob_0_4;prob_0_5;prob_1_0;prob_1_1;prob_1_2;prob_1_3;prob_1_4;prob_1_5;prob_2_0;prob_2_1;prob_2_2;prob_2_3;prob_2_4;prob_2_5;prob_3_0;prob_3_1;prob_3_2;prob_3_3;prob_3_4;prob_3_5;prob_4_0;prob_4_1;prob_4_2;prob_4_3;prob_4_4;prob_4_5;prob_5_0;prob_5_1;prob_5_2;prob_5_3;prob_5_4;prob_5_5
1;1;1;.986693;.0126798;.0003136;.0002688;0;.0000448;.0222923;.9741049;.0029273;.0006755;0;0;.0047393;0;.9810427;.0094787;0;.0047393;.0285171;.0019011;0;.9695817;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1;1;2;.973955;.0234727;.0025723;0;0;0;.0260546;.9660877;.0078577;0;0;0;.0103093;0;.9862543;0;0;.0034364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1;1;3;.9541606;.0375287;.0080232;.0001045;0;.0001829;.0179072;.9632521;.0182891;.0003819;0;.0001697;.0169854;0;.9814398;.0011249;0;.0004499;0;.0059524;.0416667;.9464286;0;.0059524;0;0;0;0;0;0;0;0;0;0;0;1
1;2;1;.9858713;.0127682;.0010466;.000314;0;0;.0145409;.9804736;.0049855;0;0;0;.0242718;0;.9757282;0;0;0;0;0;.0057143;.9942857;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;2;2;.9739524;.0230276;.00302;0;0;0;.0142096;.9769094;.008881;0;0;0;.0248447;0;.9627329;.0124224;0;0;0;0;.027027;.972973;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;2;3;.953974;.0346912;.0109913;.0001374;0;.0002061;.0184343;.9590909;.0215909;.0003788;0;.0005051;.0179257;0;.9810073;.0008536;0;.0002134;0;0;.0277778;.9722222;0;0;0;0;0;0;0;0;0;.0526316;0;0;0;.9473684
1;3;1;.9790532;.0125681;.0029326;.0054462;0;0;.0206186;.9415808;.0309278;.0068729;0;0;.0237154;0;.972332;.0039526;0;0;.0178571;.0022321;0;.9799107;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;3;2;.96333;.0267592;.0079286;.0019822;0;0;.0191693;.9361022;.0383387;.0031949;0;.0031949;.0117647;0;.9843137;.0039216;0;0;0;0;.0181818;.9818182;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1;3;3;.9446499;.0313742;.0232909;.000411;0;.000274;.0150786;.9483477;.0356112;.0009625;0;0;.0137255;0;.9851307;.000817;0;.0003268;.0080321;.0040161;.0240964;.9638554;0;0;0;0;0;0;0;0;.1666667;0;0;0;0;.8333333
1;4;1;.9674253;.0301565;.0024182;0;0;0;.0125475;.9777567;.0089354;.0003802;0;.0003802;.0184874;0;.9781513;.0033613;0;0;.0141844;.0141844;0;.9716312;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1;4;2;.9506849;.0438356;.0054795;0;0;0;.0194909;.9681782;.0119332;0;0;.0003978;.0140281;0;.983968;0;0;.002004;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
