code,parent_code,name,level,alias_code,in_final_sut,comment
ai_0113_17,ai_0113,Growing of garlic,5,A_Garlc,True,
ai_0113_18,ai_0113,Growing of leek and other alliaceous vegetable,5,A_Leeks,True,
ai_0113_19,ai_0113,Growing of sugar beet,5,A_Sugat,True,
ai_0113_20,ai_0113,Growing of potato,5,A_Potas,True,
ai_0113_21,ai_0113,Growing of sunflower seed,5,A_Sunfd,True,
ai_0113_22,ai_0113,Growing of sweet potato,5,A_Swees,True,
ai_0113_23,ai_0113,Growing of yam,5,A_Yams,True,
ai_0113_24,ai_0113,Growing of root and tubers nes,5,A_Roots,True,
ai_0113_25,ai_0113,Growing of watermelon,5,A_Wates,True,
ai_0113_26,ai_0113,Growing of canary seed,5,A_Canad,True,
ai_0113_27,ai_0113,"production of onion, dry",5,A_Onioy,True,
ai_0113_28,ai_0113,"Growing of vegetable, fresh n.e.s.",5,A_oVege_fresh,True,
ai_0113_29,ai_011,Growing of sugar cane,4,A_Sugae,True,
ai_0113_30,ai_011,Growing of tobacco leave,4,A_Tobac,True,
ai_0116,ai_011,Growing of fibre crops,4,,,
ai_0116_1,ai_0116,Growing of agave fibre crops nes,5,A_Agavs,True,
ai_0116_2,ai_0116,Growing of jute-like fibre crops,5,A_Bastr,True,
ai_0116_3,ai_0116,production of flax fibre and tow,5,A_Flaxw,True,
ai_0116_4,ai_0116,Growing of fibre crop nes,5,A_oFibrs,True,
ai_0116_5,ai_0116,Growing of seedcotton,5,A_Seedcot,True,
ai_0116_6,ai_0116,Growing of jute,5,A_Jute,True,
ai_0116_7,ai_0116,Growing of abaca manila hemp,5,A_Manila,True,
ai_0116_8,ai_0116,Growing of ramie,5,A_Ramie,True,
ai_0116_9,ai_0116,Growing of sisal,5,A_Sisal,True,
ai_0119,ai_011,Growing of other non-perennial crops,4,,,
ai_0119_1,ai_0119,Growing of sugar crop nes,5,A_Sugas,True,
ai_0119_2,ai_0119,"Growing of pumpkin, squash and gourd",5,A_Pumps,True,
ai_0119_3,ai_0119,Growing of hempseed,5,A_Hempd,True,
ai_0119_4,ai_0119,Growing of jojoba seed,5,A_Jojod,True,
ai_0119_5,ai_0119,Growing of germ of maize,5,A_Germe,True,
ai_012,ai_01,Growing of perennial crops,3,,,
ai_0121,ai_012,Growing of grape,4,A_Graps,True,
ai_0122,ai_012,Growing of tropical and subtropical fruits,4,,,
ai_0122_1,ai_0122,Growing of avocado,5,A_Avocs,True,
ai_0122_2,ai_0122,Growing of areca nut,5,A_Arecs,True,
ai_0122_3,ai_0122,Growing of banana,5,A_Banas,True,
ai_0122_4,ai_0122,Growing of papaya,5,A_Papas,True,
ai_0122_5,ai_0122,Growing of mango,5,A_Mangs,True,
ai_0122_6,ai_0122,Growing of fig,5,A_Figss,True,
ai_0122_7,ai_0122,Growing of pineapple,5,A_Pines,True,
ai_0122_8,ai_0122,"Growing of fruit, tropical (fresh) nes",5,A_frtrop_nes,True,
ai_0122_9,ai_0122,Growing of date,5,A_Dates,True,
ai_0122_10,ai_0122,Growing of persimmon,5,A_Perss,True,
ai_0122_11,ai_0122,Growing of plantain,5,A_Plans,True,
ai_0122_12,ai_0122,Growing of cashewapple,5,A_Cashe,True,
ai_0123,ai_012,Growing of citrus fruits,4,,,
ai_0123_1,ai_0123,Growing of citrus fruit nes,5,A_oFru_cit,True,
ai_0123_2,ai_0123,Growing of lemon and lime,5,A_Lemos,True,
ai_0123_3,ai_0123,Growing of grapefruit and pomelo,5,A_Grapf,True,
ai_0123_4,ai_0123,Growing of orange,5,A_Orans,True,
ai_0123_5,ai_0123,"Growing of tangerine, mandarin, clementine, satsuma",5,A_Tmand,True,
ai_0124,ai_012,Growing of pome fruits and stone fruits,4,,,
ai_0124_1,ai_0124,Growing of apple,5,A_Appls,True,
ai_0124_2,ai_0124,Growing of apricot,5,A_Apris,True,
ai_0124_3,ai_0124,Growing of cherry,5,A_Chers,True,
ai_0124_4,ai_0124,Growing of sour cherry,5,A_Cherr,True,
ai_0124_5,ai_0124,Growing of stone fruit nes,5,A_oFru_ston,True,
ai_0124_6,ai_0124,Growing of quinc,5,A_Quins,True,
ai_0124_7,ai_0124,Growing of pome fruit nes,5,A_oFru_pom,True,
ai_0124_8,ai_0124,Growing of peach and nectarin,5,A_Peacs,True,
ai_0124_9,ai_0124,Growing of pear,5,A_Pears,True,
ai_0124_10,ai_0124,Growing of plum,5,A_Plums,True,
ai_0124_11,ai_0124,Growing of fruit nes,5,A_oFru_fresh,True,
ai_0125,ai_012,Growing of other tree and bush fruits and nuts,4,,,
ai_0125_1,ai_0125,Growing of almond,5,A_Almol,True,
ai_0125_2,ai_0125,Growing of berry nes,5,A_Berrs,True,
ai_0125_3,ai_0125,Growing of blueberry,5,A_Blues,True,
ai_0125_4,ai_0125,Growing of brazil nut,5,A_Brazl,True,
ai_0125_5,ai_0125,"production of bean, dry",5,A_Beany,True,
ai_0125_6,ai_0125,Growing of cashew nut,5,A_Cashl,True,
ai_0125_7,ai_0125,Growing of hazelnut (filberts),5,A_Hazel,True,
ai_0125_8,ai_0125,Growing of chestnut,5,A_Chest,True,
ai_0125_9,ai_0125,Growing of cranberry,5,A_Crans,True,
ai_0125_10,ai_0125,Growing of strawberry,5,A_Stras,True,
ai_0125_11,ai_0125,"Growing of walnut, shelled",5,A_Walnd,True,
ai_0125_12,ai_0125,Growing of walnut,5,A_Walnl,True,
ai_0125_13,ai_0125,Growing of raspberry,5,A_Rasps,True,
ai_0125_14,ai_0125,Growing of gooseberry,5,A_Gooss,True,
ai_0125_15,ai_0125,Growing of kiwi fruit,5,A_Kiwi,True,
ai_0125_16,ai_0125,Growing of pistachio,5,A_Pists,True,
ai_0125_17,ai_0125,Growing of nut nes,5,A_Nutss,True,
ai_0125_18,ai_0125,Growing of currant,5,A_Currs,True,
ai_0125_19,ai_0125,"production of broad bean, dry",5,A_Broay,True,
ai_0126,ai_012,Growing of oleaginous fruits,4,,,
ai_0126_1,ai_0126,Growing of coconut,5,A_Cocon,True,
ai_0126_2,ai_0126,Growing of olive,5,A_Olivs,True,
ai_0126_3,ai_0126,Growing of taro (cocoyam),5,A_Taro,True,
ai_0126_4,ai_0126,Growing of oil palm fruit,5,A_palm,True,
ai_0127,ai_012,Growing of beverage crops,4,,,
ai_0127_1,ai_0127,Growing of tea,5,A_Teaa,True,
ai_0127_2,ai_0127,Growing of cocoa bean,5,A_Cocoa,True,
ai_0127_3,ai_0127,Growing of coffee green,5,A_Coffn,True,
ai_0127_4,ai_0127,Growing of mate,5,A_Mate,True,
ai_0128,ai_012,"Growing of spices, aromatic, drug and pharmaceutical crops",4,,,
ai_0128_1,ai_0128,"Growing of anise, badian, fennel",5,A_Anisr,True,
ai_0128_2,ai_0128,Growing of pimento,5,A_Chily,True,
ai_0128_3,ai_0128,Growing of chilly and peppers (green),5,A_Chiln,True,
ai_0128_4,ai_0128,Growing of cinnamon (canella),5,A_Cinn,True,
ai_0128_5,ai_0128,Growing of clove,5,A_Clovs,True,
ai_0128_6,ai_0128,Growing of vanilla,5,A_Vania,True,
ai_0128_7,ai_0128,Growing of spice nes,5,A_Spics,True,
ai_0128_8,ai_0128,Growing of pepper,5,A_Pepp,True,
ai_0128_9,ai_0128,Growing of hop,5,A_Hops,True,
ai_0128_10,ai_0128,Growing of ginger,5,A_Gingr,True,
ai_0128_11,ai_0128,"Growing of peppermint, spearmint",5,A_Peppt,True,
ai_0128_12,ai_0128,Growing of karite nut (sheanuts),5,A_Kari,True,
ai_0128_13,ai_0128,Growing of carob,5,A_Caros,True,
ai_0128_14,ai_0128,"Growing of nutmeg, mace, cardamom",5,A_Nutms,True,
ai_0128_15,ai_0128,Growing of tallowtree seed,5,A_Talld,True,
ai_0128_16,ai_0128,"Growing of pyrethrum, dried flower",5,A_Pyred,True,
ai_0129,ai_012,Growing of other perennial crops,4,,,
ai_0129_1,ai_0129,Growing of natural rubber,5,A_Rubber,True,
ai_0129_2,ai_0129,Growing of tung nut,5,A_Tung_nuts,True,
ai_0129_3,ai_0129,Growing of kapok fruit,5,A_Kapot,True,
ai_0129_4,ai_0129,Growing of kolanut,5,A_Kola,True,
ai_013,ai_01,Plant propagation,3,,,
ai_0130,ai_013,Plant propagation,4,,,
ai_014,ai_01,Animal production,3,,,
ai_0141,ai_014,Raising of cattle and buffaloes,4,,,
ai_0141_1,ai_0141,Raising of buffaloes for meat,5,A_lBufmeat,True,
ai_0141_2,ai_0141,Raising of cattle for meat,5,A_lCatmeat,True,
ai_0141_3,ai_0141,Raising of buffaloes for milk,5,A_Bufmilk,True,
ai_0141_4,ai_0141,Raising of cattle for milk,5,A_Cowmilk,True,
ai_0142,ai_014,Raising of horses and other equines,4,,,
ai_0143,ai_014,Raising of camels,4,A_lCammeat,True,
ai_0144,ai_014,Raising of sheep and goats,4,,,
ai_0144_1,ai_0144,Raising of sheep for meat,5,A_lShemeat,True,
ai_0144_2,ai_0144,Raising of sheep for milk,5,A_Shemilk,True,
ai_0144_3,ai_0144,Raising of goat,5,A_lGoameat,True,
ai_0144_4,ai_0144,Raising of goat for milk,5,A_Goamilk,True,
ai_0144_5,ai_0144,Raising of sheep for wool,5,A_WOOL,True,
ai_0145,ai_014,Raising of swine/pigs,4,,,
ai_0145_1,ai_0145,Raising of pigs,5,A_PIGS,True,
ai_0145_2,ai_0145,Raising of swine,5,A_lSwmeat,True,
ai_0146,ai_014,Raising of poultry,4,,,
ai_0146_1,ai_0146,Raising of poultry for eggs,5,A_Poleggs,True,
ai_0146_2,ai_0146,Raising of poultry for meat,5,A_lPolmeat,True,
ai_0149,ai_014,Raising of other animals,4,,,
ai_0149_1,ai_0149,Raising of other animals for meat,5,A_Othmeat,True,
ai_0149_2,ai_0149,"production of cocoon, reelable",5,A_Silk_ree,True,
ai_0149_3,ai_0149,Bee-keeping for honey,5,A_Honel,True,
ai_0149_4,ai_0149,production of snail o/t sea snail,5,A_Snaia,True,
ai_0149_5,ai_0149,Raising of silk-worms for cocoon,5,A_Silk_coco,True,check
ai_0149_6,ai_0149,"production of silk, raw",5,A_Silkw,True,
ai_015,ai_01,Mixed farming,3,,,
ai_0150,ai_015,Mixed farming,4,,,
ai_016,ai_01,Support activities to agriculture and post-harvest crop activities,3,,,
ai_0161,ai_016,Support activities for crop production,4,,,
ai_0162,ai_016,Support activities for animal production,4,,,
ai_0163,ai_016,Post-harvest crop activities,4,,,
ai_0164,ai_016,Seed processing for propagation,4,,,
ai_017,ai_01,"Hunting, trapping and related service activities",3,,,
ai_0170,ai_017,"Hunting, trapping and related service activities",4,,,
ai_02,ai_a,Forestry and logging,2,A_FORE,True,"old name: products of forestry, logging and related services"
ai_021,ai_02,Silviculture and other forestry activities,3,,,
ai_0210,ai_021,Silviculture and other forestry activities,4,,,
ai_022,ai_02,Logging,3,,,
ai_0220,ai_022,Logging,4,,,
ai_0220_1,ai_0220,supply of wood for combustion,5,A_FORE_comb,True,check
ai_0220_2,ai_0220,production of charcoal,5,A_CHAR,True,
ai_023,ai_2,Gathering of non-wood forest products,3,,,
ai_0230,ai_023,Gathering of non-wood forest products,4,,,
ai_024,ai_2,Support services to forestry,3,,,
ai_0240,ai_024,Support services to forestry,4,,,
ai_03,ai_a,production of fish and other fishing products; services incidental of fishing,2,A_FISH,,
ai_031,ai_03,Fishing,3,A_F_capture,True,
ai_0311,ai_311,Marine fishing,4,,,
ai_0312,ai_311,Freshwater fishing,4,,,
ai_032,ai_3,Aquaculture,3,A_F_aqua,True,
ai_0321,ai_032,Marine aquaculture,4,,,
ai_0322,ai_032,Freshwater aquaculture,4,,,
ai_b,ai,Mining and quarrying,1,,,
ai_05,ai_b,Mining of coal and lignite,2,A_COAL,,
ai_051,ai_05,Mining of hard coal,3,,,
ai_051_1,ai_051,production of anthracite,4,A_ANTH,True,
ai_051_2,ai_051,production of coking coal,4,A_COKC,True,
ai_051_3,ai_051,production of other bituminous coal,4,A_OTBC,True,
ai_051_4,ai_051,production of patent fuel and similar solid fuels manufactured from hard coal,4,A_PATF,True,
ai_052,ai_05,Mining of lignite,3,,,
ai_052_1,ai_052,production of lignite/brown coal,4,A_LIBC,True,
ai_052_2,ai_052,production of sub-bituminous coal,4,A_SUBC,True,
ai_06,ai_b,Extraction of crude petroleum and natural gas,2,,,
ai_061,ai_06,Extraction of crude petroleum,3,,,
ai_0610,ai_061,Extraction of crude petroleum,4,,,
ai_0610_1,ai_0610,"production of crude petroleum and services related to crude oil extraction, excluding surveying",5,A_COIL,True,
ai_0610_2,ai_0610,production of coal tar,5,A_COTA,True,
ai_062,ai_06,Extraction of natural gas,3,,,
ai_0620,ai_062,"production of natural gas and services related to natural gas extraction, excluding surveying",4,A_GASE,True,
ai_07,ai_b,Mining of metal ores,2,,,
ai_071,ai_07,Mining of iron ores,3,,,
ai_0710,ai_071,production of iron ores,4,A_IRON,True,
ai_072,ai_07,Mining of non-ferrous metal ores,3,,,
ai_0721,ai_072,production of uranium and thorium ores,4,A_ORAN,True,
ai_0729,ai_072,Mining of other non-ferrous metal ores,4,,,
ai_0729_1,ai_0729,production of aluminium ores and concentrate,5,A_ALUO,True,
ai_0729_2,ai_0729,production of copper ores and concentrate,5,A_COPO,True,
ai_0729_3,ai_0729,"production of lead, zinc and tin ores and concentrates",5,A_LZTO,True,
ai_0729_4,ai_0729,production of nickel ore and concentrate,5,A_NIKO,True,
ai_0729_5,ai_0729,production of other non-ferrous metal ore and concentrate,5,A_ONFO,True,
ai_0729_6,ai_0729,production of precious metal ores and concentrates,5,A_PREO,True,
ai_08,ai_b,Other mining and quarrying,2,,,
ai_081,ai_08,"Quarrying of stone, sand and clay",3,,,
ai_0810,ai_081,"Quarrying of stone, sand and clay",4,,,
ai_0810_1,ai_0810,production of stone,5,A_STON,True,
ai_0810_2,ai_0810,production of sand and clay,5,A_SDCL,True,
ai_089,ai_08,Mining and quarrying n.e.c.,3,,,
ai_0891,ai_089,Mining of chemical and fertilizer minerals,4,A_CHMF,,
ai_0891_1,ai_0891,production of phosphatic fertilizers,5,A_Pfert,True,
ai_0891_2,ai_0891,production of potassic fertilizers,5,A_Kfert,True,
ai_0892,ai_089,Extraction of peat,4,A_PEAT,True,
ai_0893,ai_089,Extraction of salt,4,,,
ai_0899,ai_089,Other mining and quarrying n.e.c.,4,,,
ai_09,ai_b,Mining support service activities,2,,,
ai_091,ai_09,Support activities for petroleum and natural gas extraction,3,,,
ai_0910,ai_091,Support activities for petroleum and natural gas extraction,4,,,
ai_099,ai_09,Support activities for other mining and quarrying,3,,,
ai_0990,ai_099,Support activities for other mining and quarrying,4,,,
ai_c,ai,Manufacturing,1,,,
ai_10,ai_c,Manufacture of food products,2,,,
ai_101,ai_10,Processing and preserving of meat,3,,,
ai_1010,ai_101,Processing and preserving of meat,4,,,
ai_1010_1,ai_1010,Slaughtering of bovine animals,5,A_pBovmeat,True,
ai_1010_2,ai_1010,Slaughtering of pigs,5,A_pPigmeat,True,
ai_1010_3,ai_1010,Slaughtering of poultry,5,A_pPolmeat,True,
ai_1010_4,ai_1010,Slaughtering of other animals,5,A_pOthmeat,True,
ai_1010_5,ai_1010,production of meat derivate,5,A_pDermeat,True,
ai_1010_6,ai_1010,production of mutton and goat meat,5,A_pMuGomeat,True,
ai_1010_7,ai_1010,production of beef meat,5,A_Beef_proc,True,
ai_1010_8,ai_1010,production of pork meat,5,A_Pork_proc,True,
ai_1010_9,ai_1010,production of poultry and other meat,5,A_Oth_proc,,
ai_102,ai_10,"Processing and preserving of fish, crustaceans and molluscs",3,,,
ai_1020,ai_102,"Processing and preserving of fish, crustaceans and molluscs",4,A_FSHP,True,
ai_103,ai_10,Processing and preserving of fruit and vegetables,3,,,
ai_1030,ai_103,Processing and preserving of fruit and vegetables,4,,,
ai_1030_1,ai_1030,production of frozen fruit,5,A_Frozfrui,True,
ai_1030_2,ai_1030,production of frozen vegetable,5,A_Frozvege,True,
ai_1030_3,ai_1030,production of juice and fruit and veg prepared,5,A_Jufruveg,True,
ai_1030_4,ai_1030,"production of vegetable, fruit, nut",5,A_FVEG,True,
ai_1030_5,ai_1030,"production of cassava, dried",5,A_Cassd,True,
ai_1030_6,ai_1030,"production of plum, dried",5,A_Plum,True,
ai_1030_7,ai_1030,"production of apricot, dried",5,A_Apriy,True,
ai_1030_8,ai_1030,"production of fig, dried",5,A_Figsd,True,
ai_1030_9,ai_1030,"production of groundnuts, without shell",5,A_Grou_shld,True,
ai_1030_10,ai_1030,"production of kapokseed, shelled",5,A_Kapod,True,
ai_1030_11,ai_1030,"Growing of hazelnut, shelled",5,A_Haze_shld,True,
ai_1030_12,ai_1030,"Growing of cashew nut, shelled",5,A_Cashd,True,
ai_1030_13,ai_1030,"Growing of almond, shelled",5,A_Almod,True,
ai_1030_14,ai_1030,"Growing of brazil nut, shelled",5,A_Brazd,True,
ai_104,ai_10,Manufacture of vegetable and animal oils and fats,3,,,
ai_1040,ai_104,Manufacture of vegetable and animal oils and fats,4,,,
ai_1040_1,ai_1040,production of olive oil,5,A_Oiloliv,True,
ai_1040_2,ai_1040,production of other vegetable oil,5,A_Othvoils,True,
ai_1040_3,ai_1040,production of palm oil,5,A_Oilpalm,True,
ai_1040_4,ai_1040,production of rapeseed oil,5,A_Oilrape,True,
ai_1040_5,ai_1040,production of soybean oil,5,A_Oilsoy,True,
ai_1040_6,ai_1040,production of vegetable fat,5,A_Vegfats,True,
ai_105,ai_10,Manufacture of dairy products,3,,,
ai_105_1,ai_105,Processing of milk,4,A_Prmilk,True,
ai_105_2,ai_105,Manufacture of other dairy products,4,A_Othdiar,,
ai_106,ai_10,"Manufacture of grain mill products, starches and starch products",3,,,
ai_1061,ai_106,Manufacture of grain mill products,4,,,
ai_1061_1,ai_1061,production of rice,5,A_Prorice,True,
ai_1061_2,ai_1061,production of processed rice,5,A_RICE,True,
ai_1061_3,ai_1061,production of cereal grains nec,5,A_OCER,True,
ai_1061_4,ai_1061,production of other flour,5,A_Othflour,True,
ai_1061_5,ai_1061,production of wheat flour,5,A_Whflour,True,
ai_1062,ai_106,Manufacture of starches and starch products,4,,,
ai_107,ai_10,Manufacture of other food products,3,,,
ai_1071,ai_107,Manufacture of bakery products,4,A_Othproc,,
ai_1071_1,ai_1071,Baking of bread,5,,,
ai_1071_2,ai_1071,Baking of tortillas,5,,,
ai_1071_3,ai_1071,"Baking of pastry, cakes, pies etc.",5,,,
ai_1071_4,ai_1071,"Baking of rusks, toasts, and other dry products",5,,,
ai_1071_5,ai_1071,Baking of cookies and gingerbread,5,,,
ai_1071_9,ai_1071,Other bakeries,5,,,
ai_1072,ai_107,Manufacture of sugar,4,A_Sugar,,
ai_1073,ai_107,production of sweets,4,,,
ai_1073_1,ai_1073,production of cocao derivate,5,A_Cocader,True,
ai_1073_2,ai_1073,production of chocolate,5,A_Chocs,True,
ai_1073_3,ai_1073,production of sugar confectionery,5,A_Candy,True,
ai_1073_4,ai_1073,"production of coconut, desiccated",5,A_Cocod,True,
ai_1074,ai_107,"Manufacture of macaroni, noodles, couscous and similar farinaceous products",4,A_Pasta,True,old name: pasta
ai_1075,ai_107,Manufacture of prepared meals and dishes,4,,,
ai_1079,ai_107,Manufacture of other food products n.e.c.,4,,,
ai_1079_1,ai_1079,production of roasted coffee,5,A_Roscoff,True,
ai_1079_2,ai_1079,Processing of tea,5,,,
ai_1079_3,ai_1079,Processing of spices,5,,,
ai_1079_4,ai_1079,Production of soup and broth,5,,,
ai_1079_5,ai_1079,Production of vinegar,5,,,
ai_1079_6,ai_1079,Production of sauce and dressing,5,,,
ai_1079_9,ai_1079,Other food production nec,5,,,
ai_108,ai_10,Manufacture of prepared animal feeds,3,,,
ai_1080,ai_108,production of protein feed,4,A_Prfeed,True,
ai_11,ai_c,Manufacture of beverages,2,,,
ai_110,ai_11,Manufacture of beverages,3,,,
ai_1101,ai_110,production of other alcoholic beverage,4,A_Othalbev,True,
ai_1102,ai_110,production of wine,4,A_Wine,True,
ai_1103,ai_110,production of beer,4,A_Beer,True,
ai_1104,ai_110,production of bottled water and soft drinks,4,A_bot_water,True,
ai_12,ai_c,Manufacture of tobacco products,2,,,
ai_120,ai_12,Manufacture of tobacco products,3,,,
ai_1200,ai_120,production of tobacco product,4,A_TOBC,True,
ai_13,ai_c,Manufacture of textiles,2,A_TEXT,True,
ai_131,ai_13,"Spinning, weaving and finishing of textiles",3,A_FIBR,True,
ai_1311,ai_131,Preparation and spinning of textile fibres,4,,,
ai_1312,ai_131,Weaving of textiles,4,,,
ai_1313,ai_131,Finishing of textiles,4,,,
ai_14_x,ai_13,Production of Knitted or crocheted fabrics; wearing apparel,3,A_GARM,,added top category
ai_139,ai_14_x,Manufacture of other textiles,4,,,
ai_1391,ai_139,Manufacture of knitted and crocheted fabrics,5,,,
ai_1392,ai_139,"Manufacture of made-up textile articles, except apparel",5,,,
ai_1393,ai_139,Manufacture of carpets and rugs,5,,,
ai_1394,ai_139,"Manufacture of cordage, rope, twine and netting",5,,,
ai_1399,ai_139,Manufacture of other textiles n.e.c.,5,,,
ai_14,ai_14_x,Manufacture of wearing apparel,4,,,
ai_141,ai_14,"Manufacture of wearing apparel, except fur apparel",5,,,
ai_1410,ai_141,"Manufacture of wearing apparel, except fur apparel",6,,,
ai_142,ai_14,Manufacture of articles of fur,5,,,
ai_1420,ai_142,Manufacture of articles of fur,6,,,
ai_143,ai_14,Manufacture of knitted and crocheted apparel,5,,,
ai_1430,ai_142,Manufacture of knitted and crocheted apparel,6,,,
ai_15,ai_c,production of leather and leather products,2,A_LETH,True,
ai_151,ai_15,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness; dressing and dyeing of fur",3,,,
ai_1511,ai_151,Tanning and dressing of leather; dressing and dyeing of fur,4,,,
ai_1512,ai_151,"Manufacture of luggage, handbags and the like, saddlery and harness",4,,,
ai_152,ai_15,Manufacture of footwear,3,,,
ai_1520,ai_152,Manufacture of footwear,4,,,
ai_16,ai_c,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",2,A_WOOD,True,
ai_161,ai_16,Sawmilling and planing of wood,3,,,
ai_1610,ai_161,Sawmilling and planing of wood,4,,,
ai_162,ai_16,"Manufacture of products of wood, cork, straw and plaiting materials",3,,,
ai_1621,ai_162,Manufacture of veneer sheets and wood-based panels,4,,,
ai_1622,ai_162,Manufacture of builders' carpentry and joinery,4,,,
ai_1623,ai_162,Manufacture of wooden containers,4,,,
ai_1629,ai_162,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",4,,,
ai_17,ai_c,production of paper and paper product,2,A_PAPE,True,
ai_170,ai_17,Manufacture of paper and paper products,3,,,
ai_1701,ai_170,"Manufacture of pulp, paper and paperboard",4,,,
ai_1701_1,ai_1701,manufacture of paper sheet,5,A_SHEET_PA,True,
ai_1701_2,ai_1701,manufacture of other kraft paper,5,A_KRAFT_RES,False,
ai_1701_3,ai_1701,"manufacture of paper sheet, with aluminium foil",5,A_SHEET_PAAL,True,
ai_1701_4,ai_1701,manufacture of mixed paper and plastic sheet,5,A_SHEET_PAPL,True,
ai_1701_5,ai_1701,manufacture of paper and paperboard other,5,A_PASHEET_RES,False,
ai_1701_6,ai_1701,production of pulp,5,A_PULP,True,
ai_1702,ai_170,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,4,,,
ai_1709,ai_170,Manufacture of other articles of paper and paperboard,4,,,
