region_id;annee;nb_usagers_avd;iso_smaf1;iso_smaf2;iso_smaf3;iso_smaf4;iso_smaf5;iso_smaf6;iso_smaf7;iso_smaf8;iso_smaf9;iso_smaf10;iso_smaf11;iso_smaf12;iso_smaf13;iso_smaf14;heures_tot_trav_avd;nb_etc_avd;nb_etc_avd_clsc;nb_etc_avq_clsc;tx_hrs_dep_avd;tx_hrs_admin_avd;sal_avd;cout_hr_services_avd;tx_hrs_dep_avq;tx_hrs_admin_avq;contribution_usager
8;2015;2412.5;.43513;.106079;.03019;.230604;.040311;.037824;.040345;.023972;.035924;.006356;.004491;.006114;.002003;.000656;259808.2;147.4089;;;.05097374;.09288506;17.5757;20.52899;.05097374;.09288506;7.933814
8;2016;2354.833;.387005;.119152;.020242;.266225;.04282;.038927;.041935;.018685;.043032;.007679;.007113;.004353;.001557;.001274;250050.5;141.8726;;;.05099327;.09292064;17.7557;20.74057;.05099327;.09292064;7.509906
8;2017;2339.083;.374826;.126723;.021412;.267056;.048345;.034486;.034166;.025437;.039118;.008942;.007731;.00627;.003563;.001924;255859.5;145.1685;;;.05169013;.09444296;18.6314;21.82006;.05169013;.09444296;7.537606
8;2018;2234.25;.383201;.112417;.020178;.260415;.043005;.040916;.040319;.025251;.045653;.00649;.009698;.008056;.00317;.001231;225260.2;127.8072;;;.05534822;.10143706;19.3143;22.90554;.05534822;.10143706;7.600325
8;2019;2282.5;.355823;.112523;.02238;.261811;.0433;.039029;.041329;.030851;.055823;.015407;.008397;.008215;.003067;.002045;234086;132.8147;45.13927;57.34425;.05621018;.10426816;19.8214;23.61038;.05621018;.10426816;6.81996
9;2015;1064.833;.365863;.094068;.022304;.246126;.05666;.054077;.054077;.030913;.049538;.014635;.00493;.002113;.004696;0;134559.9;76.34603;;;.05097374;.09288506;18.868;22.03842;.05097374;.09288506;8.483465
9;2016;957.1667;.344419;.109438;.024465;.247083;.041703;.053718;.054501;.032997;.050932;.017587;.008097;.009142;.004788;.001132;113644.2;64.479;;;.05099327;.09292064;19.532;22.81546;.05099327;.09292064;8.552102
9;2017;1098.5;.311713;.098164;.023593;.282886;.046275;.059247;.040358;.046579;.056972;.008952;.006827;.011531;.004172;.002731;133579.4;75.78971;;;.05169013;.09444296;20.214;23.67348;.05169013;.09444296;8.65734
9;2018;1139.25;.317972;.086826;.014044;.27445;.055738;.052886;.049082;.04184;.072197;.01441;.008339;.005413;.005267;.001536;133592.9;75.79739;;;.05534822;.10143706;20.756;24.61532;.05534822;.10143706;8.343282
9;2019;1260.083;.296211;.082402;.019575;.261887;.057536;.072151;.061239;.032868;.075127;.015012;.007341;.011573;.005621;.001455;146683.8;83.22487;27.04072;15.80496;.05621018;.10426816;20.956;24.96183;.05621018;.10426816;7.56083
10;2015;169.5833;.524816;.153317;.025061;.104668;.054545;.03145;.044717;.019656;.032432;.002948;0;.005897;0;.000491;27101.54;15.37676;;;.05097374;.09288506;18.13;21.17641;.05097374;.09288506;8.888387
10;2016;218.4167;.509729;.145746;.002671;.149943;.049218;.036627;.012972;.011064;.013735;.009157;.040061;.008775;.010301;0;27000.5;15.31943;;;.05099327;.09292064;18.75;21.902;.05099327;.09292064;8.981581
10;2017;206.9167;.468385;.134515;.019734;.203383;.035038;.028997;.019331;.042288;.024164;.001611;.014499;.003222;0;.004833;28461.99;16.14865;;;.05169013;.09444296;19.63;22.98953;.05169013;.09444296;8.945024
10;2018;188.25;.551571;.114652;.037185;.104914;.080567;.034086;.013723;0;.043825;.002213;.010624;.000443;.006197;0;20247.21;11.48778;;;.05534822;.10143706;20.5;24.31172;.05534822;.10143706;8.13497
10;2019;178.25;.527349;.117345;.01122;.159888;.041608;.01122;.075269;.01122;.014025;.018233;.009818;.002338;.000468;0;10939.86;6.207013;2.828152;1.810737;.05621018;.10426816;20.5;24.41867;.05621018;.10426816;6.888156
11;2015;2072.5;.221834;.097788;.028629;.246683;.052875;.097708;.046763;.040088;.100483;.021029;.013631;.017973;.011178;.003337;451695.1;256.2809;;;.05097374;.09288506;17.3767;20.2965;.05097374;.09288506;6.811271
11;2016;1805.583;.224858;.09046;.028707;.259796;.059445;.088014;.057507;.037707;.088106;.018692;.020723;.017307;.007431;.001246;395343.7;224.3085;;;.05099327;.09292064;17.5;20.44187;.05099327;.09292064;6.424904
11;2017;1787.833;.212688;.075091;.02778;.264473;.066887;.085485;.061667;.048616;.089634;.018411;.016407;.014869;.014589;.003403;367876.7;208.7244;;;.05169013;.09444296;17.8033;20.85024;.05169013;.09444296;5.905825
11;2018;1891.583;.222036;.06943;.023481;.258778;.063527;.076655;.060267;.042645;.110269;.025155;.020309;.015507;.01;.001938;358401.9;203.3486;;;.05534822;.10143706;18.6667;22.1375;.05534822;.10143706;6.027786
11;2019;1920.333;.242319;.091998;.029856;.245313;.072904;.077851;.054852;.040835;.093343;.014754;.016664;.014754;.004036;.000521;366371.1;207.8701;8.623847;115.7993;.05621018;.10426816;19.25;22.92972;.05621018;.10426816;5.337769
12;2015;3321;.280789;.092467;.027276;.196075;.080172;.071239;.062381;.047626;.080924;.024039;.013199;.010639;.00813;.005044;466287;264.56;;;.05097374;.09288506;19.3762;22.63207;.05097374;.09288506;10.15036
12;2016;3236.583;.28855;.080847;.028425;.205567;.078504;.059064;.05788;.039471;.088416;.02997;.016864;.015011;.006591;.00484;449810.5;255.2116;;;.05099327;.09292064;19.6213;22.91972;.05099327;.09292064;9.849644
12;2017;3260.833;.26343;.082162;.035676;.211935;.083312;.07516;.060388;.045004;.078584;.023256;.016714;.012446;.006031;.005903;439393.4;249.3012;;;.05169013;.09444296;19.9063;23.31306;.05169013;.09444296;9.392418
12;2018;3447.667;.254109;.087233;.037344;.217732;.094508;.074253;.049067;.045683;.074712;.022455;.016823;.012738;.007348;.005994;448116.9;254.2507;;;.05534822;.10143706;20.65;24.48961;.05534822;.10143706;9.459734
12;2019;3493.167;.277542;.07529;.030584;.220168;.085524;.073835;.076077;.044754;.06904;.016413;.010497;.011069;.00594;.003268;439725.4;249.4896;31.13183;106.1711;.05621018;.10426816;20.7437;24.70901;.05621018;.10426816;8.390949
13;2015;2560.917;.334288;.088608;.017084;.266929;.071231;.055709;.043572;.02997;.057369;.013146;.005597;.006085;.007224;.003189;129699.4;73.58831;;;.05097374;.09288506;21.5;25.11268;.05097374;.09288506;12.53404
13;2016;2358.083;.326077;.082164;.02237;.274693;.052338;.059547;.050041;.035516;.057957;.014383;.005336;.006679;.006821;.006078;112303;63.71799;;;.05099327;.09292064;22.5;26.2824;.05099327;.09292064;12.76056
13;2017;2747.167;.316751;.074865;.021932;.285901;.052448;.065886;.048929;.035491;.055906;.014894;.006067;.009009;.006674;.005248;121237.3;68.78711;;;.05169013;.09444296;23.5;27.52185;.05169013;.09444296;12.90487
13;2018;2754;.319293;.082577;.017036;.275629;.051289;.060246;.045419;.0292;.064936;.022331;.010954;.012588;.004902;.003601;124001.9;70.35571;;;.05534822;.10143706;24;28.4625;.05534822;.10143706;12.77943
13;2019;2678.167;.347221;.078163;.015869;.26156;.057907;.064005;.046736;.034912;.054204;.016896;.008961;.006503;.004543;.00252;116234.3;65.94856;2.549526;4.486118;.05621018;.10426816;24;28.58771;.05621018;.10426816;11.64046
14;2015;2944.917;.295509;.092476;.012649;.308837;.049011;.056538;.046493;.026826;.071423;.011319;.00914;.009904;.008404;.001471;234746.9;133.1897;;;.05097374;.09288506;19.016;22.21129;.05097374;.09288506;10.03871
14;2016;2669.167;.318389;.09054;.019856;.289073;.04552;.04911;.048892;.020044;.078614;.012426;.005432;.011552;.009491;.001062;210449.6;119.404;;;.05099327;.09292064;19.29;22.53278;.05099327;.09292064;9.773103
14;2017;2787;.303911;.07846;.019376;.312283;.04823;.055585;.043715;.029542;.073645;.014412;.005023;.008671;.005382;.001764;203313.6;115.3552;;;.05169013;.09444296;19.99;23.41114;.05169013;.09444296;9.655076
14;2018;2783.667;.335738;.084421;.016914;.290384;.04694;.051042;.039846;.026913;.066669;.016256;.008233;.010059;.005089;.001497;197765.2;112.2072;;;.05534822;.10143706;20.84;24.71494;.05534822;.10143706;9.879698
14;2019;2801.417;.348782;.086504;.014903;.279799;.053991;.055567;.036946;.026475;.061903;.012018;.004849;.010709;.006039;.001517;190757.4;108.2312;.4392901;86.7426;.05621018;.10426816;21.04;25.06189;.05621018;.10426816;8.83503
15;2015;2807.583;.328218;.087056;.025348;.290256;.045591;.063786;.040367;.026149;.057849;.014722;.004986;.007598;.006589;.001484;220066.8;124.8606;;;.05097374;.09288506;19.3633;22.61699;.05097374;.09288506;9.97665
15;2016;2720.167;.313216;.082379;.018351;.289872;.059525;.05303;.049721;.031493;.062772;.009037;.006464;.014766;.004748;.004626;211008.9;119.7213;;;.05099327;.09292064;19.55;22.83649;.05099327;.09292064;9.464304
15;2017;2977.25;.322473;.08397;.02715;.266073;.058275;.059423;.042321;.028158;.07185;.015311;.007697;.011084;.003919;.002295;228717.4;129.7688;;;.05169013;.09444296;19.7383;23.11641;.05169013;.09444296;8.711615
15;2018;3107.333;.313211;.072222;.020194;.302054;.069915;.054924;.045216;.029741;.060529;.007992;.00716;.009735;.004988;.002119;224158.8;127.1823;;;.05534822;.10143706;20.3333;24.11407;.05534822;.10143706;8.787788
15;2019;3328.333;.31675;.075413;.013871;.298548;.061592;.051102;.049049;.028393;.06635;.014271;.008663;.010491;.002929;.002579;251928.3;142.938;5.466041;32.84386;.05621018;.10426816;20.6667;24.61719;.05621018;.10426816;8.031061
16;2015;5149.333;.354625;.08137;.021152;.249757;.057305;.044083;.048922;.034114;.06305;.014808;.009629;.011393;.006635;.003156;312279.7;177.18;;;.05097374;.09288506;21.7591;25.41531;.05097374;.09288506;13.18437
16;2016;5055;.342582;.078322;.017903;.285312;.051583;.052984;.041411;.029294;.057336;.01548;.00971;.008457;.0076;.002028;291920.1;165.6284;;;.05099327;.09292064;22.1089;25.82554;.05099327;.09292064;12.74671
16;2017;5462.833;.331955;.079126;.018946;.27803;.054139;.053452;.049654;.026833;.068158;.012524;.008634;.007917;.006453;.00418;319470.5;181.2598;;;.05169013;.09444296;22.6556;26.53289;.05169013;.09444296;12.45667
16;2018;5623.083;.337241;.078886;.017324;.264772;.058287;.048965;.052507;.031715;.062658;.017324;.007869;.012108;.006936;.003409;324267.1;183.9813;;;.05534822;.10143706;23.1056;27.40175;.05534822;.10143706;12.16199
16;2019;5742.333;.348203;.082022;.017197;.257996;.050197;.051329;.053405;.037935;.05622;.015746;.008403;.010449;.007517;.003381;348543.1;197.755;7.382013;53.97174;.05621018;.10426816;23.8278;28.38256;.05621018;.10426816;11.73441
17;2015;0;.524816;.153317;.025061;.104668;.054545;.03145;.044717;.019656;.032432;.002948;0;.005897;0;.000491;0;0;;;.05097374;.09288506;18.13;21.17641;.05097374;.09288506;8.888387
17;2016;0;.509729;.145746;.002671;.149943;.049218;.036627;.012972;.011064;.013735;.009157;.040061;.008775;.010301;0;0;0;;;.05099327;.09292064;18.75;21.902;.05099327;.09292064;8.981581
17;2017;0;.468385;.134515;.019734;.203383;.035038;.028997;.019331;.042288;.024164;.001611;.014499;.003222;0;.004833;0;0;;;.05169013;.09444296;19.63;22.98953;.05169013;.09444296;8.945024
17;2018;0;.551571;.114652;.037185;.104914;.080567;.034086;.013723;0;.043825;.002213;.010624;.000443;.006197;0;0;0;;;.05534822;.10143706;20.5;24.31172;.05534822;.10143706;8.13497
17;2019;0;.527349;.117345;.01122;.159888;.041608;.01122;.075269;.01122;.014025;.018233;.009818;.002338;.000468;0;0;0;2.828152;1.810737;.05621018;.10426816;20.5;24.41867;.05621018;.10426816;6.888156
18;2015;0;.524816;.153317;.025061;.104668;.054545;.03145;.044717;.019656;.032432;.002948;0;.005897;0;.000491;0;0;;;.05097374;.09288506;18.13;21.17641;.05097374;.09288506;8.888387
18;2016;0;.509729;.145746;.002671;.149943;.049218;.036627;.012972;.011064;.013735;.009157;.040061;.008775;.010301;0;0;0;;;.05099327;.09292064;18.75;21.902;.05099327;.09292064;8.981581
18;2017;0;.468385;.134515;.019734;.203383;.035038;.028997;.019331;.042288;.024164;.001611;.014499;.003222;0;.004833;0;0;;;.05169013;.09444296;19.63;22.98953;.05169013;.09444296;8.945024
18;2018;0;.551571;.114652;.037185;.104914;.080567;.034086;.013723;0;.043825;.002213;.010624;.000443;.006197;0;0;0;;;.05534822;.10143706;20.5;24.31172;.05534822;.10143706;8.13497
18;2019;0;.527349;.117345;.01122;.159888;.041608;.01122;.075269;.01122;.014025;.018233;.009818;.002338;.000468;0;0;0;2.828152;1.810737;.05621018;.10426816;20.5;24.41867;.05621018;.10426816;6.888156
