region_id;annee;nb_usagers;nb_etc_avq;nb_etc_avd;heures_tot_trav_avq;heures_tot_trav_avd;tx_hrs_dep_avq;tx_hrs_dep_avd;sal_avq;sal_avd;cout_hr_serv_avq;cout_hr_serv_avd
10;2019;23;6.201749;.218855;10698.02;377.5249;.3444113;.3444113;11.02204;11.02204;17.40573;17.40573
10;2020;30;7.876891;1.12597;13587.64;1942.299;.3444113;.3444113;12.84776;12.84776;22.39865;22.39865
10;2021;31;8.136642;.3307115;14035.71;570.4774;.3444113;.3444113;15.59657;15.59657;24.75711;24.75711
11;2015;486;109.9312;3.122427;189631.4;5386.188;.1932723;.1932723;13.45474;13.45474;17.15188;17.15188
11;2016;420;89.997;1.895331;155244.8;3269.446;.1932723;.1932723;14.14242;14.14242;17.89979;17.89979
11;2017;386;86.96632;2.429192;150016.9;4190.356;.1932723;.1932723;14.47648;14.47648;18.44594;18.44594
11;2018;379;97.55491;6.902993;168282.2;11907.66;.1932723;.1932723;12.10315;12.10315;16.06437;16.06437
11;2019;369;96.88602;8.31688;167128.4;14346.62;.1932723;.1932723;13.28692;13.28692;17.88397;17.88397
11;2020;368;108.9102;12.934;187870.1;22311.16;.1932723;.1932723;15.46783;15.46783;21.45056;21.45056
11;2021;421;144.388;35.27297;249069.3;60845.88;.1932723;.1932723;18.72658;18.72658;28.88378;28.88378
12;2015;93;23.99663;2.700089;41394.19;4657.654;.162483;.162483;13.40888;13.40888;17.81175;17.81175
12;2016;94;24.599;3.221899;42433.27;5557.775;.162483;.162483;13.26681;13.26681;17.9154;17.9154
12;2017;119;27.2508;1.108769;47007.63;1912.627;.162483;.162483;13.37996;13.37996;16.62577;16.62577
12;2018;146;32.86969;1.178164;56700.22;2032.333;.162483;.162483;13.51475;13.51475;16.71508;16.71508
12;2019;178;37.0863;.8284088;63973.87;1429.005;.162483;.162483;14.16875;14.16875;17.29547;17.29547
12;2020;247;56.08402;13.85028;96744.93;23891.73;.162483;.162483;16.1438;16.1438;24.03606;24.03606
12;2021;310;78.00933;46.98351;134566.1;81046.55;.162483;.162483;19.59407;19.59407;37.48604;37.48604
13;2015;337;89.35386;15.91355;154135.4;27450.87;.1423063;.1423063;13.20693;13.20693;18.14055;18.14055
13;2016;471;111.3827;6.787545;192135.2;11708.51;.1423063;.1423063;13.39272;13.39272;16.56636;16.56636
13;2017;549;129.4326;7.747051;223271.3;13363.66;.1423063;.1423063;13.64328;13.64328;16.85903;16.85903
13;2018;579;142.2615;11.23092;245401.1;19373.33;.1423063;.1423063;13.7959;13.7959;17.35472;17.35472
13;2019;726;167.5546;8.744316;289031.8;15083.95;.1423063;.1423063;14.68889;14.68889;18.01981;18.01981
13;2020;797;199.0495;20.36304;343360.4;35126.25;.1423063;.1423063;17.28955;17.28955;22.22039;22.22039
13;2021;998;245.8143;32.56014;424029.7;56166.24;.1423063;.1423063;20.21498;20.21498;26.6909;26.6909
14;2015;433;132.2704;39.88058;228166.4;68794;.1742032;.1742032;11.92464;11.92464;18.79399;18.79399
14;2016;433;132.1296;39.67912;227923.5;68446.48;.1742032;.1742032;12.20518;12.20518;19.21835;19.21835
14;2017;388;121.5772;40.10522;209720.7;69181.52;.1742032;.1742032;12.64715;12.64715;20.36714;20.36714
14;2018;383;123.0133;44.19334;212197.9;76233.52;.1742032;.1742032;12.72798;12.72798;20.95018;20.95018
14;2019;441;137.3166;44.34161;236871.1;76489.28;.1742032;.1742032;14.05321;14.05321;22.51305;22.51305
14;2020;563;161.338;76.909;278308;132668;.1742032;.1742032;16.14788;16.14788;28.87574;28.87574
14;2021;699;196.5255;129.0385;339006.5;222591.4;.1742032;.1742032;19.44414;19.44414;39.00615;39.00615
15;2015;830;239.213;50.41404;412642.4;86964.23;.1898278;.1898278;11.61496;11.61496;17.35781;17.35781
15;2016;885;244.9252;39.24487;422496;67697.39;.1898278;.1898278;11.58169;11.58169;16.58591;16.58591
15;2017;939;268.2247;53.59593;462687.7;92452.98;.1898278;.1898278;12.15368;12.15368;17.99888;17.99888
15;2018;1038;300.4339;64.87057;518248.5;111901.7;.1898278;.1898278;12.26311;12.26311;18.40472;18.40472
15;2019;989;293.2729;71.85628;505895.8;123952.1;.1898278;.1898278;13.74643;13.74643;21.12453;21.12453
15;2020;1001;310.4131;62.78393;535462.7;108302.3;.1898278;.1898278;15.82593;15.82593;23.48497;23.48497
15;2021;1175;385.7964;91.73787;665498.8;158247.8;.1898278;.1898278;19.08559;19.08559;29.15913;29.15913
16;2015;1200;346.9508;108.4098;598490.1;187006.8;.1189626;.1189626;12.75451;12.75451;19.00015;19.00015
16;2016;1277;357.3305;98.36076;616395.1;169672.3;.1189626;.1189626;13.03342;13.03342;18.86535;18.86535
16;2017;1462;407.4769;110.2915;702897.6;190252.9;.1189626;.1189626;13.2474;13.2474;19.10596;19.10596
16;2018;1797;501.9154;137.0948;865804.1;236488.5;.1189626;.1189626;13.6296;13.6296;19.69546;19.69546
16;2019;2039;581.5004;172.7194;1003088;297941;.1189626;.1189626;15.15363;15.15363;22.30849;22.30849
16;2020;2368;679.1567;252.821;1171545;436116.2;.1189626;.1189626;17.56264;17.56264;27.35465;27.35465
16;2021;2836;844.7082;409.7096;1457122;706749.1;.1189626;.1189626;20.82883;20.82883;35.108;35.108
17;2015;0;0;0;0;0;.3444113;.3444113;10.25298;10.25298;16.80654;16.80654
17;2016;0;0;0;0;0;.3444113;.3444113;9.64226;9.64226;17.15845;17.15845
17;2017;0;0;0;0;0;.3444113;.3444113;9.892113;9.892113;15.10166;15.10166
17;2018;0;0;0;0;0;.3444113;.3444113;9.840922;9.840922;15.04803;15.04803
17;2019;0;0;0;0;0;.3444113;.3444113;11.02204;11.02204;17.40573;17.40573
17;2020;0;0;0;0;0;.3444113;.3444113;12.84776;12.84776;22.39865;22.39865
17;2021;0;0;0;0;0;.3444113;.3444113;15.59657;15.59657;24.75711;24.75711
18;2015;0;0;0;0;0;.3444113;.3444113;10.25298;10.25298;16.80654;16.80654
18;2016;0;0;0;0;0;.3444113;.3444113;9.64226;9.64226;17.15845;17.15845
18;2017;0;0;0;0;0;.3444113;.3444113;9.892113;9.892113;15.10166;15.10166
18;2018;0;0;0;0;0;.3444113;.3444113;9.840922;9.840922;15.04803;15.04803
18;2019;0;0;0;0;0;.3444113;.3444113;11.02204;11.02204;17.40573;17.40573
18;2020;0;0;0;0;0;.3444113;.3444113;12.84776;12.84776;22.39865;22.39865
18;2021;0;0;0;0;0;.3444113;.3444113;15.59657;15.59657;24.75711;24.75711
