region_id;iso_smaf;gr_age;hrs_inf;hrs_avq
1;1;1;3.146339;301.2025
1;1;2;2.862366;29.04658
1;1;3;7.69716;84.00846
1;2;1;9.295823;92.01
1;2;2;7.575357;167.5151
1;2;3;8.714488;93.61322
1;3;1;5.809487;281.8104
1;3;2;6.528136;118.8156
1;3;3;7.951004;94.65903
1;4;1;7.959034;213.0204
1;4;2;5.91574;106.4231
1;4;3;8.893141;91.19508
1;5;1;4.956955;184.5993
1;5;2;6.14189;110.102
1;5;3;6.687935;95.66126
1;6;1;9.360307;294.1633
1;6;2;9.487327;184.4245
1;6;3;8.732827;131.4693
1;7;1;6.649687;374.3615
1;7;2;3.444733;139.014
1;7;3;5.484734;184.996
1;8;1;6.180724;379.1657
1;8;2;5.66706;209.1779
1;8;3;7.456209;191.2961
1;9;1;10.52596;229.5108
1;9;2;8.684866;702.2823
1;9;3;11.07797;290.9023
1;10;1;15.13389;564.64
1;10;2;9.142308;485.465
1;10;3;6.430853;244.6072
1;11;1;3.989375;467.812
1;11;2;54.41129;661.0773
1;11;3;10.70253;276.0073
1;12;1;6.932368;706.3216
1;12;2;5.847178;653.893
1;12;3;7.475582;350.4535
1;13;1;5.129085;339.7154
1;13;2;6.337949;272.2713
1;13;3;9.145866;287.2244
1;14;1;8.052147;116.8631
1;14;2;7.625;2091.48
1;14;3;7.09231;343.1933
2;1;1;3.939947;91.05041
2;1;2;3.678465;40.87154
2;1;3;8.201149;56.47709
2;2;1;6.609087;119.64
2;2;2;6.574133;165.8707
2;2;3;9.470247;46.57179
2;3;1;8.430044;320.7912
2;3;2;6.334816;174.6932
2;3;3;7.355062;99.77903
2;4;1;10.59575;130.9686
2;4;2;6.551925;63.33023
2;4;3;9.935521;59.01293
2;5;1;2.630909;133.1047
2;5;2;5.353044;97.18265
2;5;3;7.000889;63.7259
2;6;1;7.916541;321.5728
2;6;2;8.641875;34.02889
2;6;3;9.382647;76.47693
2;7;1;1.34713;73.71075
2;7;2;8.929;322.0784
2;7;3;6.588019;101.4218
2;8;1;9.692223;128.1364
2;8;2;7.749848;262.2429
2;8;3;7.271532;132.2387
2;9;1;2.941058;179.1487
2;9;2;11.49479;249.2899
2;9;3;9.596038;144.9881
2;10;1;5.607852;360.7488
2;10;2;8.76061;534.7253
2;10;3;7.68736;169.9851
2;11;1;3.989375;467.812
2;11;2;54.41129;661.0773
2;11;3;10.40484;207.1504
2;12;1;6.932368;706.3216
2;12;2;5.847178;653.893
2;12;3;9.48364;224.3103
2;13;1;5.129085;339.7154
2;13;2;6.337949;272.2713
2;13;3;12.73883;175.5826
2;14;1;8.052147;116.8631
2;14;2;7.625;2091.48
2;14;3;8.551904;469.6574
3;1;1;3.706087;740.4821
3;1;2;8.193891;78.01042
3;1;3;10.24877;208.053
3;2;1;6.609087;119.64
3;2;2;6.574133;165.8707
3;2;3;8.255127;116.9954
3;3;1;2.049333;366
3;3;2;4.300244;406.2805
3;3;3;8.900162;178.1502
3;4;1;12.09166;611.0686
3;4;2;7.481845;160.3369
3;4;3;11.24563;148.976
3;5;1;3.635104;481.5843
3;5;2;2.88825;428.5277
3;5;3;7.694623;271.4459
3;6;1;2.720233;601.6412
3;6;2;6.905455;516.1807
3;6;3;8.109109;347.9308
3;7;1;1.439617;556.7869
3;7;2;4.51878;700.87
3;7;3;7.522134;543.8855
3;8;1;2.065333;494.3155
3;8;2;2.270557;699.3025
3;8;3;8.529849;508.1437
3;9;1;2.825681;826.489
3;9;2;6.919727;669.5125
3;9;3;11.34969;718.2191
3;10;1;2.612727;70.99428
3;10;2;8.76061;534.7253
3;10;3;5.849894;729.2472
3;11;1;3.989375;467.812
3;11;2;54.41129;661.0773
3;11;3;7.431252;690.4849
3;12;1;6.932368;706.3216
3;12;2;5.847178;653.893
3;12;3;6.225417;722.7462
3;13;1;5.129085;339.7154
3;13;2;6.337949;272.2713
3;13;3;8.606337;659.9458
3;14;1;4.152857;229.668
3;14;2;7.625;2091.48
3;14;3;7.207873;729.3891
4;1;1;5.854308;174.1803
4;1;2;5.002697;136.7547
4;1;3;7.339878;79.37182
4;2;1;6.550819;142.543
4;2;2;4.506774;105.6136
4;2;3;6.818986;67.82472
4;3;1;10.24093;348.0531
4;3;2;5.191033;127.0358
4;3;3;5.81656;94.91428
4;4;1;6.155012;162.0847
4;4;2;5.808144;173.1677
4;4;3;7.196447;81.72096
4;5;1;12.70112;294.2389
4;5;2;3.678929;148.6565
4;5;3;5.202033;124.2027
4;6;1;8.162088;287.3952
4;6;2;9.977487;220.1358
4;6;3;6.775707;122.1398
4;7;1;8.237663;283.7555
